+0.393750	+0.000000	+0.000000
+0.400000	+0.000000	+0.000000
+0.406250	+0.000000	+0.000000
+0.412500	+0.000000	+0.000000
+0.418750	+0.000000	+0.000000
+0.425000	+0.000000	+0.000000
+0.431250	+0.000000	+0.000000
+0.437500	+0.000000	+0.000000
+0.443750	+0.000000	+0.000000
+0.450000	+0.000000	+0.000000
+0.456250	+0.000000	+0.000000
+0.462500	+0.000000	+0.000000
+0.468750	+0.000000	+0.000000
+0.475000	+0.000000	+0.000000
+0.481250	+0.000000	+0.000000
+0.487500	+0.000000	+0.000000
+0.493750	+0.000000	+0.000000
+0.500000	+0.000000	+0.000000
+0.502778	+0.005556	+0.000000
+0.505556	+0.011111	+0.000000
+0.508333	+0.016667	+0.000000
+0.511111	+0.022222	+0.000000
+0.513889	+0.027778	+0.000000
+0.516667	+0.033333	+0.000000
+0.519444	+0.038889	+0.000000
+0.522222	+0.044444	+0.000000
+0.525000	+0.050000	+0.000000
+0.527778	+0.055556	+0.000000
+0.530556	+0.061111	+0.000000
+0.533333	+0.066667	+0.000000
+0.536111	+0.072222	+0.000000
+0.538889	+0.077778	+0.000000
+0.541667	+0.083333	+0.000000
+0.544444	+0.088889	+0.000000
+0.547222	+0.094444	+0.000000
+0.550000	+0.100000	+0.000000
+0.552778	+0.105556	+0.000000
+0.555556	+0.111111	+0.000000
+0.558333	+0.116667	+0.000000
+0.561111	+0.122222	+0.000000
+0.563889	+0.127778	+0.000000
+0.566667	+0.133333	+0.000000
+0.569444	+0.138889	+0.000000
+0.572222	+0.144444	+0.000000
+0.575000	+0.150000	+0.000000
+0.577778	+0.155556	+0.000000
+0.580556	+0.161111	+0.000000
+0.583333	+0.166667	+0.000000
+0.586111	+0.172222	+0.000000
+0.588889	+0.177778	+0.000000
+0.591667	+0.183333	+0.000000
+0.594444	+0.188889	+0.000000
+0.597222	+0.194444	+0.000000
+0.600000	+0.200000	+0.000000
+0.602778	+0.205556	+0.000000
+0.605556	+0.211111	+0.000000
+0.608333	+0.216667	+0.000000
+0.611111	+0.222222	+0.000000
+0.613889	+0.227778	+0.000000
+0.616667	+0.233333	+0.000000
+0.619444	+0.238889	+0.000000
+0.622222	+0.244444	+0.000000
+0.625000	+0.250000	+0.000000
+0.627778	+0.255556	+0.000000
+0.630556	+0.261111	+0.000000
+0.633333	+0.266667	+0.000000
+0.636111	+0.272222	+0.000000
+0.638889	+0.277778	+0.000000
+0.641667	+0.283333	+0.000000
+0.644444	+0.288889	+0.000000
+0.647222	+0.294444	+0.000000
+0.650000	+0.300000	+0.000000
+0.652778	+0.305556	+0.000000
+0.655556	+0.311111	+0.000000
+0.658333	+0.316667	+0.000000
+0.661111	+0.322222	+0.000000
+0.663889	+0.327778	+0.000000
+0.666667	+0.333333	+0.000000
+0.660000	+0.330000	+0.000000
+0.653333	+0.326667	+0.000000
+0.646667	+0.323333	+0.000000
+0.640000	+0.320000	+0.000000
+0.633333	+0.316667	+0.000000
+0.626667	+0.313333	+0.000000
+0.620000	+0.310000	+0.000000
+0.613333	+0.306667	+0.000000
+0.606667	+0.303333	+0.000000
+0.600000	+0.300000	+0.000000
+0.593333	+0.296667	+0.000000
+0.586667	+0.293333	+0.000000
+0.580000	+0.290000	+0.000000
+0.573333	+0.286667	+0.000000
+0.566667	+0.283333	+0.000000
+0.560000	+0.280000	+0.000000
+0.553333	+0.276667	+0.000000
+0.546667	+0.273333	+0.000000
+0.540000	+0.270000	+0.000000
+0.533333	+0.266667	+0.000000
+0.526667	+0.263333	+0.000000
+0.520000	+0.260000	+0.000000
+0.513333	+0.256667	+0.000000
+0.506667	+0.253333	+0.000000
+0.500000	+0.250000	+0.000000
+0.493333	+0.246667	+0.000000
+0.486667	+0.243333	+0.000000
+0.480000	+0.240000	+0.000000
+0.473333	+0.236667	+0.000000
+0.466667	+0.233333	+0.000000
+0.460000	+0.230000	+0.000000
+0.453333	+0.226667	+0.000000
+0.446667	+0.223333	+0.000000
+0.440000	+0.220000	+0.000000
+0.433333	+0.216667	+0.000000
+0.426667	+0.213333	+0.000000
+0.420000	+0.210000	+0.000000
+0.413333	+0.206667	+0.000000
+0.406667	+0.203333	+0.000000
+0.400000	+0.200000	+0.000000
+0.393333	+0.196667	+0.000000
+0.386667	+0.193333	+0.000000
+0.380000	+0.190000	+0.000000
+0.373333	+0.186667	+0.000000
+0.366667	+0.183333	+0.000000
+0.360000	+0.180000	+0.000000
+0.353333	+0.176667	+0.000000
+0.346667	+0.173333	+0.000000
+0.340000	+0.170000	+0.000000
+0.333333	+0.166667	+0.000000
+0.326667	+0.163333	+0.000000
+0.320000	+0.160000	+0.000000
+0.313333	+0.156667	+0.000000
+0.306667	+0.153333	+0.000000
+0.300000	+0.150000	+0.000000
+0.293333	+0.146667	+0.000000
+0.286667	+0.143333	+0.000000
+0.280000	+0.140000	+0.000000
+0.273333	+0.136667	+0.000000
+0.266667	+0.133333	+0.000000
+0.260000	+0.130000	+0.000000
+0.253333	+0.126667	+0.000000
+0.246667	+0.123333	+0.000000
+0.240000	+0.120000	+0.000000
+0.233333	+0.116667	+0.000000
+0.226667	+0.113333	+0.000000
+0.220000	+0.110000	+0.000000
+0.213333	+0.106667	+0.000000
+0.206667	+0.103333	+0.000000
+0.200000	+0.100000	+0.000000
+0.193333	+0.096667	+0.000000
+0.186667	+0.093333	+0.000000
+0.180000	+0.090000	+0.000000
+0.173333	+0.086667	+0.000000
+0.166667	+0.083333	+0.000000
+0.160000	+0.080000	+0.000000
+0.153333	+0.076667	+0.000000
+0.146667	+0.073333	+0.000000
+0.140000	+0.070000	+0.000000
+0.133333	+0.066667	+0.000000
+0.126667	+0.063333	+0.000000
+0.120000	+0.060000	+0.000000
+0.113333	+0.056667	+0.000000
+0.106667	+0.053333	+0.000000
+0.100000	+0.050000	+0.000000
+0.093333	+0.046667	+0.000000
+0.086667	+0.043333	+0.000000
+0.080000	+0.040000	+0.000000
+0.073333	+0.036667	+0.000000
+0.066667	+0.033333	+0.000000
+0.060000	+0.030000	+0.000000
+0.053333	+0.026667	+0.000000
+0.046667	+0.023333	+0.000000
+0.040000	+0.020000	+0.000000
+0.033333	+0.016667	+0.000000
+0.026667	+0.013333	+0.000000
+0.020000	+0.010000	+0.000000
+0.013333	+0.006667	+0.000000
+0.006667	+0.003333	+0.000000
+0.000000	+0.000000	+0.000000
